gene_ID,9239-ZC-0007_S1_control,9239-ZC-0008_S1_control,9239-ZC-0009_S1_control,9239-ZC-0010_S1_KCTie2,9239-ZC-0011_S1_KCTie2,9239-ZC-0012_S1_KCTie2
ENSMUSG00000002550,1120.83,984.787,1069.83,1029.55,1057.15,977.69
ENSMUSG00000002565,958.071,1219.82,883.497,1366.76,1337.89,1118.7
ENSMUSG00000002578,72.486,82.5887,71.708,115.469,110.866,105.246
ENSMUSG00000002580,1032.66,918.385,1047.21,816.011,766.06,1008.01
ENSMUSG00000002602,586.193,745.774,715.73,1051.43,836.913,818.385
ENSMUSG00000002603,269.984,318.792,319.303,364.171,373.444,366.548
ENSMUSG00000002608,768.982,840.752,784.729,842.701,863.59,877.356
ENSMUSG00000002617,189.094,226.293,230.007,194.299,187.556,183.274
ENSMUSG00000002625,1271.13,1567.54,1400.33,1418.94,1434.59,1345.52
ENSMUSG00000002633,31.5157,37.9908,24.3537,21.8116,10.8365,19.9605
ENSMUSG00000002635,176.488,175.088,219.183,158.77,235.903,180.552
ENSMUSG00000002658,302.55,363.39,354.481,424.126,408.454,402.84
ENSMUSG00000002660,616.656,616.937,675.137,602.881,603.512,600.631
ENSMUSG00000002661,159.679,201.516,194.829,197.63,200.059,209.586
ENSMUSG00000002668,117.658,103.236,133.945,121.02,130.039,116.134
ENSMUSG00000002679,121.861,112.321,121.768,133.233,135.874,133.373
ENSMUSG00000002688,215.357,227.119,184.005,279.79,231.735,235.897
ENSMUSG00000002699,50.4251,52.8545,29.0383,43.3009,39.4744,45.3649
ENSMUSG00000002718,1041.06,1016.66,944.378,921.532,971.96,1057.9
ENSMUSG00000002728,397.707,370.948,390.982,367.84,397.799,399.722
ENSMUSG00000002731,250.024,245.288,262.478,230.938,255.909,254.043
ENSMUSG00000002733,789.993,744.949,814.495,738.335,733.551,735.818
ENSMUSG00000002741,1283.74,1363.54,1306.98,1299.03,1382.08,1373.65
ENSMUSG00000002748,3054.92,2667.61,2917.01,2967.77,2749.96,2828.03
ENSMUSG00000002763,1609.4,1397.4,1367.86,1316.79,1467.12,1458.02
ENSMUSG00000002767,585.139,621.89,630.488,608.432,672.696,667.769
ENSMUSG00000002768,543.119,589.39,557.009,641.769,646.035,696.933
ENSMUSG00000002769,372.935,341.917,349.069,235.379,240.905,278.54
ENSMUSG00000002778,1411.9,1346.2,1538.34,1303.48,1361.23,1458.02
ENSMUSG00000002781,779.486,730.91,844.261,802.732,772.728,762.13
ENSMUSG00000002797,597.747,564.08,629.136,420.796,433.462,465.443
ENSMUSG00000002799,196.448,214.73,159.652,222.056,158.38,154.241
ENSMUSG00000002803,544.17,499.661,587.193,572.904,536.826,526.234
ENSMUSG00000002804,170.185,160.222,186.711,168.762,171.718,159.684
ENSMUSG00000002808,206.953,236.203,253.008,109.918,160.881,143.353
ENSMUSG00000002812,1652.47,1832.64,1804.88,2089.55,1894.73,1802.8
ENSMUSG00000002814,220.61,199.864,242.183,233.158,202.56,224.102
ENSMUSG00000002820,1016.65,1019.14,971.132,1161.04,1101.31,1124.4
ENSMUSG00000002825,94.547,91.6733,70.355,67.727,87.5259,77.1203
ENSMUSG00000002831,734.316,211.426,202.947,477.421,175.052,193.254
ENSMUSG00000002833,664.98,782.114,671.079,768.312,796.068,736.724
ENSMUSG00000002835,147.259,100.219,143.652,158.065,184.313,134.058
ENSMUSG00000002844,261.58,275.846,269.243,319.76,315.093,293.057
ENSMUSG00000002845,248.889,296.493,299.009,293.114,248.306,255.659
ENSMUSG00000002846,446.471,442.675,414.012,429.678,358.439,496.292
ENSMUSG00000002847,305.702,318.792,373.423,498.515,543.495,374.714
ENSMUSG00000002870,250.024,272.542,288.185,304.217,295.921,274.911
ENSMUSG00000002871,621.909,696.223,610.195,653.954,687.705,554.359
ENSMUSG00000002881,1103.05,1053.83,1229.85,1033.67,1059.48,1109.62
ENSMUSG00000002885,719.782,794.719,906.244,697.633,586.208,657.954
ENSMUSG00000002897,902.397,835.8,815.845,740.555,760.226,929.078
ENSMUSG00000002900,4913.35,4991.68,5288.73,5385.94,6311.14,5050.03
ENSMUSG00000002908,96.648,125.835,106.885,106.587,108.365,111.598
ENSMUSG00000002910,274.186,393.948,239.478,348.627,157.547,477.238
ENSMUSG00000002944,6463.78,5325.42,8366.79,2825.67,2580.75,4409.43
ENSMUSG00000002948,1044.86,1036.15,1152.57,1115,1152.41,1058.07
ENSMUSG00000002949,845.671,884.523,949.792,864.907,886.093,890.967
ENSMUSG00000002957,6259.64,6069.3,6717.37,6181.89,6406.84,6150.44
ENSMUSG00000002963,403.4,391.47,345.01,349.738,317.594,351.124
ENSMUSG00000002968,1599.94,1717.85,1883.35,1854.17,1847.22,1692.11
ENSMUSG00000002980,2713.5,3202.84,2006.46,3903.7,3053.42,2979.58
ENSMUSG00000002981,4035.08,4012.19,4601.54,4019.19,4318.04,4111.9
ENSMUSG00000002983,100.85,131.316,81.1788,123.241,86.6924,100.71
ENSMUSG00000002984,869.639,882.935,806.379,940.182,985.959,1001.02
ENSMUSG00000002985,1907.75,1973.85,1501.8,3226.44,2959.22,2330.83
ENSMUSG00000002996,1812.29,1594.63,1608.6,1620.88,1631.67,1639.86
ENSMUSG00000002997,280.489,75.9815,50.0603,223.166,39.1783,89.8225
ENSMUSG00000003031,1147.17,1072.83,1113.51,1086.97,1056.15,1094.2
ENSMUSG00000003032,183.841,151.963,129.886,189.858,157.547,191.44
ENSMUSG00000003033,663.93,659.883,695.433,672.828,678.535,724.024
ENSMUSG00000003037,1255.37,1249.57,1210.92,1134.71,1196.19,1212.15
ENSMUSG00000003038,597.461,518.835,593.225,418.641,422.132,481.912
ENSMUSG00000003039,1429.77,1340.42,1465.28,1403.39,1315.33,1558.73
ENSMUSG00000003051,487.443,635.652,377.482,752.551,580.919,584.301
ENSMUSG00000003062,542.069,508.746,497.897,393.039,394.283,421.893
ENSMUSG00000003068,1560.94,1686.44,1431.73,1592.93,1530.55,1561.72
ENSMUSG00000003072,4944.81,4966.76,5552.74,5692.39,6126.14,5575.96
ENSMUSG00000003099,1290.05,1270.22,1421.99,1351.21,1377.09,1343.71
ENSMUSG00000003119,1987.58,1992.86,2056.53,2085.11,2084.78,1881.74
ENSMUSG00000003123,985.473,586.611,545.283,766.087,383.216,475.26
ENSMUSG00000003131,1204.95,1166.15,1200.09,1125.82,1206.19,1150.45
ENSMUSG00000003134,155.43,267.424,185.22,203.698,203.44,180.118
ENSMUSG00000003135,630.311,664.014,767.137,673.942,771.892,726.745
ENSMUSG00000003153,30.4651,33.8613,35.1775,32.1981,40.0119,26.3116
ENSMUSG00000003154,782.64,781.292,882.147,869.345,813.58,782.091
ENSMUSG00000003161,1464.43,1406.49,1381.39,1400.06,1617.98,1539.68
ENSMUSG00000003166,1985.25,2011.62,2064.11,2107.03,1972.31,1997.23
ENSMUSG00000003184,904.499,889.479,920.028,807.173,866.923,831.084
ENSMUSG00000003190,74.6703,106.779,90.1596,104.656,116.244,85.01
ENSMUSG00000003198,101.174,99.7188,98.7676,92.1531,91.9796,104.339
ENSMUSG00000003199,583.04,592.987,708.962,728.343,738.553,626.035
ENSMUSG00000003200,530.514,553.343,508.721,529.603,548.496,459.092
ENSMUSG00000003208,124.939,150.228,156.946,147.667,158.38,122.485
ENSMUSG00000003226,5708.52,5156.01,5520.15,4863.02,5070.66,5353.96
ENSMUSG00000003227,42.0209,34.6872,29.7656,29.9775,25.0074,33.57
ENSMUSG00000003228,517.75,468.041,401.759,622.405,490.394,504.211
ENSMUSG00000003233,1132.46,1323.89,1306.97,1448.91,1543.78,1389.07
ENSMUSG00000003234,812.055,781.286,782.024,741.666,793.567,801.142
ENSMUSG00000003235,808.904,920.039,855.084,847.145,951.95,972.62
ENSMUSG00000003269,572.262,589.295,565.274,639.271,590.086,566.998
ENSMUSG00000003271,19.9599,33.8613,20.2947,23.3159,33.3432,23.5897
ENSMUSG00000003273,30.4651,26.4284,29.7656,51.0728,24.1738,35.3846
ENSMUSG00000003279,26.2631,39.6425,35.1775,64.3962,28.3417,46.2722
ENSMUSG00000003282,115.557,109.017,125.827,103.256,104.198,133.373
ENSMUSG00000003283,35.7177,28.0801,36.5305,31.0878,49.1812,24.497
ENSMUSG00000003299,1208.1,1182.67,1304.28,1173.56,1253.71,1272.94
ENSMUSG00000003308,876.362,920.761,882.44,918.001,893.6,892.29
ENSMUSG00000003309,348.774,360.086,354.481,435.229,413.457,323.906
ENSMUSG00000003316,6584.65,6634.39,7084.12,6481.79,6559.36,6754.7
ENSMUSG00000003344,980.14,1048.06,1052.62,1053.66,1039.48,1001.66
ENSMUSG00000003345,1577.88,1709.59,1653.34,2026.25,1806.37,1736.57
ENSMUSG00000003346,1083.08,1063.73,1262.33,1003.69,1056.98,1070.61
ENSMUSG00000003348,185.942,248.592,174.535,219.835,235.07,230.453
ENSMUSG00000003352,177.538,263.458,139.357,313.099,190.056,237.711
ENSMUSG00000003355,43.0714,37.1649,29.7656,47.742,43.3462,43.5503
ENSMUSG00000003360,1108.3,1308.2,1055.32,1290.15,1272.88,1213.96
ENSMUSG00000003363,904.503,861.402,891.616,1078.08,1026.97,968.988
ENSMUSG00000003378,331.965,383.212,380.188,501.846,435.962,363.826
ENSMUSG00000003380,1238.57,1249.57,1197.39,1438.92,1269.55,1263.86
ENSMUSG00000003382,778.438,754.037,714.374,782.749,679.369,714.95
ENSMUSG00000003402,1833.17,2044.87,2063.29,1967.43,2049.8,1970.66
ENSMUSG00000003410,29.4146,27.2542,51.4133,45.5214,82.5245,47.1794
ENSMUSG00000003411,50.4251,54.5085,55.4722,52.1831,62.5185,55.3451
ENSMUSG00000003418,1198.65,1114.12,1293.45,901.547,1042.81,1178.52
ENSMUSG00000003420,3397.41,3263.92,3241.74,2618.03,2619.95,2750.03
ENSMUSG00000003421,407.603,449.282,483.014,502.956,547.662,420.986
ENSMUSG00000003423,407.759,419.525,390.116,416.765,458.664,388.44
ENSMUSG00000003429,1648.27,1515.47,1711.47,1698.66,1773.83,1657.64
ENSMUSG00000003435,1553.36,1750.21,1664.63,1879.09,1712.59,1708.89
ENSMUSG00000003437,656.575,646.668,683.255,773.865,747.723,717.671
ENSMUSG00000003438,704.9,687.962,761.728,657.285,618.516,656.882
ENSMUSG00000003444,219.559,218.034,200.241,224.276,249.241,248.599
ENSMUSG00000003452,832.014,984.456,867.26,816.054,896.1,918.186
ENSMUSG00000003458,1644.06,1610.52,1645.22,1604.52,1812.92,1651.05
ENSMUSG00000003464,2025.39,1777.3,2007.84,1723.15,1945.59,1848.18
ENSMUSG00000003469,90.3449,120.579,117.709,128.792,149.211,131.558
ENSMUSG00000003477,11687.9,9126.42,12573.5,4527.72,5079.07,6439.94
ENSMUSG00000003500,171.235,109.017,98.7675,146.557,127.538,109.783
ENSMUSG00000003518,1742.81,1645.18,1555.92,2153.95,2146.5,2015.99
ENSMUSG00000003526,4780.9,4296.27,4652.89,4000.34,3749.38,4261.6
ENSMUSG00000003527,234.266,258.503,294.95,274.239,270.913,242.248
ENSMUSG00000003528,1594.7,1650.94,1522.11,1665.42,1576.29,1465.29
ENSMUSG00000003531,709.101,777.156,844.259,874.898,965.283,791.161
ENSMUSG00000003534,2720.77,2784.09,2620.71,3058.73,3216.77,2991.33
ENSMUSG00000003541,446.472,450.108,442.425,457.435,520.988,677.751
ENSMUSG00000003546,1444.48,1345.37,1532.91,1305.69,1333.71,1350.97
ENSMUSG00000003549,139.772,191.606,166.417,187.637,170.05,141.538
ENSMUSG00000003559,918.153,856.448,886.203,793.849,885.256,781.184
ENSMUSG00000003573,83.006,128.036,109.158,157.675,142.671,132.276
ENSMUSG00000003575,567.282,730.91,576.37,598.441,643.524,574.319
ENSMUSG00000003581,371.885,318.792,294.95,355.289,338.434,350.217
ENSMUSG00000003585,38.8693,33.8613,48.7073,56.6242,56.6835,43.5503
ENSMUSG00000003604,262.567,238.639,256.994,220.889,240.87,254.9
ENSMUSG00000003617,829.074,1052.18,757.67,1627.67,1857.22,1412.66
ENSMUSG00000003623,6425.03,7031.62,8323.56,4525.48,5417.44,6261.18
ENSMUSG00000003644,391.844,393.122,327.421,474.089,382.613,376.528
ENSMUSG00000003660,4249.35,4359.77,4371.48,4091.4,3995.31,4139.05
ENSMUSG00000003662,1027.41,958.034,925.439,817.166,896.094,944.497
ENSMUSG00000003665,34.6672,37.9908,33.8245,45.5214,45.8469,24.497
ENSMUSG00000003680,194.347,222.163,152.887,240.93,198.392,195.976
ENSMUSG00000003721,755.325,722.649,637.255,649.514,676.868,749.427
ENSMUSG00000003731,2887.9,2887.29,2915.68,2790.12,2905.03,2999.5
ENSMUSG00000003746,3995.15,3555.41,4160.39,3189.81,3422.64,3674.58
ENSMUSG00000003752,205.123,196.637,196.333,229.383,222.536,247.88
ENSMUSG00000003762,473.525,410.991,437.784,426.8,388.827,395.582
ENSMUSG00000003778,1271.13,1241.31,1136.51,1195.77,1226.2,1212.14
ENSMUSG00000003779,25.5376,28.4063,33.8868,63.9118,43.8976,41.3193
ENSMUSG00000003808,414.956,479.015,495.191,471.869,407.621,471.794
ENSMUSG00000003809,5613.85,5182.53,5457.99,3985.86,4393.78,5088.96
ENSMUSG00000003810,2563.28,2635.39,2762.77,2642.43,2379.06,2685.57
ENSMUSG00000003812,209.178,191.321,211.058,233.085,209.775,229.789
ENSMUSG00000003813,863.901,877.433,971.794,873.16,969.043,971.183
ENSMUSG00000003814,13909.4,11275.4,12865,10979.9,11632.2,13331.9
ENSMUSG00000003824,70.385,52.0308,60.8841,43.3009,46.6805,45.3648
ENSMUSG00000003847,5871.4,7083.62,5627.07,6183.13,5642.45,6009.92
ENSMUSG00000003848,288.893,336.961,300.362,346.407,315.094,334.793
ENSMUSG00000003849,1020.06,1162.85,1033.68,978.156,891.097,940.867
ENSMUSG00000003865,1092.59,915.676,1038.5,1232.79,1223.72,1089.34
ENSMUSG00000003868,325.612,333.89,305.013,363.791,323.403,330.586
ENSMUSG00000003873,360.329,320.444,311.186,347.517,348.436,299.408
ENSMUSG00000003923,745.871,621.893,759.022,632.858,662.697,772.11
ENSMUSG00000003929,312.005,295.667,320.657,255.364,251.741,305.759
ENSMUSG00000003948,434.04,296.891,243.774,350.897,227.657,305.951
ENSMUSG00000003949,3754.56,2187.77,3055.04,1796.43,1936.41,2215.61
ENSMUSG00000003955,514.575,497.915,534.427,538.485,508.338,568.876
ENSMUSG00000003970,4959.67,4831.46,4644.71,5267.18,5149.94,4931.18
ENSMUSG00000003992,288.633,289.191,301.413,308.595,305.889,284.226
ENSMUSG00000004018,113.108,105.044,73.8626,80.4328,82.1534,88.4994
ENSMUSG00000004032,1560.96,1398.87,1467.98,1771.9,2085.56,1931.47
ENSMUSG00000004035,98.7491,123.057,73.061,87.712,123.37,105.246
ENSMUSG00000004040,1545.33,1652.59,1504.51,3138.78,3167.61,2349
ENSMUSG00000004043,718.973,712.336,708.367,697.611,773.375,628.936
ENSMUSG00000004044,1227.01,1093.47,887.555,1565.49,977.79,1051.56
ENSMUSG00000004054,1383.01,1310.43,1316.46,1446.69,1506.57,1458.7
ENSMUSG00000004056,1597.55,1540.87,1552.85,1527.14,1438.09,1565.24
ENSMUSG00000004069,2357.4,2280.3,2484.04,2107.33,2267.32,2391.67
ENSMUSG00000004070,1095.87,981.5,984.202,968.904,1047.38,1003.58
ENSMUSG00000004071,2022.04,1840.2,1847.58,1747.11,1870.99,1733.99
ENSMUSG00000004085,606.151,650.798,562.84,677.27,616.849,676.844
ENSMUSG00000004096,826.763,728.432,869.97,741.666,722.715,789.349
ENSMUSG00000004098,51.4756,77.6333,54.1193,88.8223,50.0148,49.9013
ENSMUSG00000004099,579.886,603.725,704.905,727.233,739.387,647.811
ENSMUSG00000004100,211.255,241.159,228.654,255.364,263.412,253.136
ENSMUSG00000004105,978.037,999.323,905.144,1070.31,1209.52,981.696
ENSMUSG00000004110,23.1115,27.2542,31.1186,24.4261,27.5081,23.5897
ENSMUSG00000004127,112.406,100.758,94.7086,105.476,76.0219,85.35
ENSMUSG00000004151,756.211,616.994,942.509,374.843,286.818,444.976
ENSMUSG00000004187,250.584,307.776,257.326,300.886,271.116,304.03
ENSMUSG00000004207,34915.3,33061.1,34529.8,37309.9,40293.9,37966.1
ENSMUSG00000004221,1044.9,1073.35,1094.56,1051.73,999.473,1057.91
ENSMUSG00000004231,1234.36,1687.28,1085.09,1906.35,1364.56,1356.4
ENSMUSG00000004233,322.51,329.528,336.892,341.965,327.597,361.105
ENSMUSG00000004263,1978.1,2101.34,2194.42,2106.02,2456.35,1806.45
ENSMUSG00000004264,1907.53,1744.16,1931.46,1768.98,1939.46,1947.61
ENSMUSG00000004266,404.31,445.018,454.131,426.151,452.955,350.477
ENSMUSG00000004267,53.5766,48.7273,47.3543,48.8523,36.6775,49.9013
ENSMUSG00000004268,687.059,633.259,731.833,602.852,619.175,672.761
ENSMUSG00000004270,2208.17,2296.15,2102.66,1925.25,2092.48,2060.93
ENSMUSG00000004285,1860.38,1782.12,1857.21,1966.86,1989.61,2128.27
ENSMUSG00000004317,4559.27,4350.75,4686.75,4692.04,5243.12,5016.44
ENSMUSG00000004319,4811.35,4211.21,4541.96,3485.19,3736.96,4170.82
ENSMUSG00000004328,111.355,48.7273,113.65,81.0503,65.0193,126.114
ENSMUSG00000004341,720.658,623.544,656.196,851.584,920.273,788.441
ENSMUSG00000004347,217.458,251.895,108.238,307.547,181.721,240.434
ENSMUSG00000004356,1518.01,1265.26,1664.17,1450.02,1542.96,1634.94
ENSMUSG00000004364,2498.12,2304.22,2500.3,2095.09,2177.33,2290.93
ENSMUSG00000004383,521.061,573.993,477.603,608.432,611.014,625.125
ENSMUSG00000004393,467.482,496.358,476.249,497.405,418.457,375.621
ENSMUSG00000004394,1883.58,1887.14,1994.3,1734.25,1733.85,1805.52
ENSMUSG00000004415,95.5975,94.151,104.18,83.2709,120.036,68.0473
ENSMUSG00000004446,1088.05,988.889,1177.24,1095.83,1042.26,983.994
ENSMUSG00000004451,1078.89,1259.48,1114.86,1039.22,1218.69,1154.08
ENSMUSG00000004455,1561.17,1479.12,1423.25,1587.08,1610.92,1495.78
ENSMUSG00000004460,1493.84,1306.55,1474.75,1093.63,1220.36,1527.89
ENSMUSG00000004462,589.342,565.733,556.075,530.713,514.319,581.577
ENSMUSG00000004473,75.6376,82.5886,62.2371,104.366,66.6864,79.8421
ENSMUSG00000004500,387.642,372.475,391.012,397.479,373.444,335.7
ENSMUSG00000004508,911.855,905.174,878.086,822.717,809.406,870.097
ENSMUSG00000004530,1697.6,1743.47,1784.6,1775.34,1713.84,1701.2
ENSMUSG00000004535,4982.6,4548.98,5222.51,4123.57,4242.93,4489.3
ENSMUSG00000004552,36.7683,95.8028,14.8828,31.0878,20.0059,39.9211
ENSMUSG00000004558,1670.33,1656.74,1612.75,1817.55,1588.79,1782.82
ENSMUSG00000004561,293.096,265.935,254.36,263.136,245.073,260.952
ENSMUSG00000004562,560.172,655.427,499.035,707.384,637.782,598.111
ENSMUSG00000004565,1797.44,2015.99,1975.35,2028.48,1901.4,2061.38
ENSMUSG00000004567,1159.78,1231.39,1189.27,1207.98,1147.84,1252.07
ENSMUSG00000004568,1934.02,2237.33,2095.78,2464.8,2601.61,2114.93
ENSMUSG00000004591,2060.09,2008.56,2078.18,1957.42,1953.91,2035.07
ENSMUSG00000004609,54.6271,56.9861,43.2954,95.484,83.358,46.2722
ENSMUSG00000004610,4660.38,3960.33,4392.33,3751.85,4027.59,4390.91
ENSMUSG00000004626,1494.89,1536.98,1572.17,1606.57,1657.99,1457.12
ENSMUSG00000004631,106.103,121.405,86.5908,106.587,104.198,98.8954
ENSMUSG00000004633,405.327,427.785,419.619,389.526,312.425,397.046
ENSMUSG00000004637,318.308,380.733,372.07,360.841,445.965,354.753
ENSMUSG00000004642,317.165,288.962,310.866,308.485,270.858,331.091
ENSMUSG00000004655,19630.1,17897,19504.6,19935.1,19705,19600.3
ENSMUSG00000004661,125.012,176.74,171.829,133.977,187.198,134.28
ENSMUSG00000004665,356.127,407.161,326.068,522.941,384.28,359.29
ENSMUSG00000004667,605.101,635.931,658.903,737.224,702.709,581.577
ENSMUSG00000004668,16383.9,17139.6,15867.8,17401.4,19968.4,19134.9
ENSMUSG00000004677,1041.07,1094.29,1052.62,1220.2,1225.36,1053.37
ENSMUSG00000004698,31.5157,29.7319,28.4126,49.9625,43.3462,32.6627
ENSMUSG00000004730,60.9303,137.097,87.9438,133.233,146.71,113.412
ENSMUSG00000004748,279.439,229.596,276.008,259.805,286.752,322.998
ENSMUSG00000004768,483.24,444.327,518.192,380.825,418.457,543.471
ENSMUSG00000004771,1361.48,1204.97,1329.98,1249.06,1282.88,1328.28
ENSMUSG00000004788,483.24,470.755,454.602,466.317,449.299,464.536
ENSMUSG00000004789,8060.46,7525.88,8038.23,7235.73,8010.51,8051.84
ENSMUSG00000004798,1436.06,1287.55,1382.75,1264.61,1251.21,1285.64
ENSMUSG00000004815,1172.26,1138.63,1296.19,1153.74,1131,1276.17
ENSMUSG00000004837,125.012,138.749,150.181,126.572,147.544,148.797
ENSMUSG00000004843,851.971,830.844,783.378,971.498,905.275,990.774
ENSMUSG00000004846,644.495,655.486,521.751,786.34,669.928,640.223
ENSMUSG00000004849,720.657,763.946,817.202,757.211,816.904,719.486
ENSMUSG00000004864,161.78,172.61,201.594,227.607,224.233,234.083
ENSMUSG00000004865,2127.31,2061.41,2331.2,2105.09,2049.78,2153.93
ENSMUSG00000004880,858.849,727.848,885.525,699.307,696.846,718.143
ENSMUSG00000004891,801.548,809.36,665.664,1106.96,1210.37,835.613
ENSMUSG00000004895,800.498,803.587,826.671,871.569,839.415,913.648
ENSMUSG00000004896,510.348,451.352,518.073,435.61,422.578,447.799
ENSMUSG00000004897,3967.8,3737.1,3866.83,3391.9,3468.5,3984.81
ENSMUSG00000004902,47.2735,33.8613,55.4722,53.2934,41.679,57.1597
ENSMUSG00000004929,280.489,309.707,280.067,306.437,335.099,293.964
ENSMUSG00000004931,976.983,889.475,963.323,888.223,902.764,913.646
ENSMUSG00000004933,23.1115,29.7319,41.9424,39.97,29.1753,36.2919
ENSMUSG00000004934,483.241,447.631,381.541,500.736,501.815,497.199
ENSMUSG00000004936,793.143,893.606,757.669,1013.69,977.79,925.442
ENSMUSG00000004937,1284.79,1364.36,1369.22,1519.97,1395.41,1348.24
ENSMUSG00000004945,893.994,885.351,984.969,953.73,962.783,977.161
ENSMUSG00000004947,260.53,254.373,217.83,316.43,245.072,211.4
ENSMUSG00000004951,210.514,221.748,111.309,201.094,75.2137,226.918
ENSMUSG00000004952,160.73,180.869,135.298,148.777,103.364,129.744
ENSMUSG00000004980,5819.87,5611.9,5976.11,5519.18,5690.86,6172.38
ENSMUSG00000004988,375.036,478.188,303.068,586.227,432.628,461.815
ENSMUSG00000004994,109.254,112.321,86.5908,128.792,112.533,130.651
ENSMUSG00000004996,252.125,335.31,271.949,293.114,292.586,284.891
ENSMUSG00000005034,1574.73,1655.9,1674.99,1546.63,1653,1698.45
ENSMUSG00000005043,534.71,506.253,512.914,488.24,560.316,461.296
ENSMUSG00000005054,428.613,417.898,412.659,480.751,491.812,429.152
ENSMUSG00000005057,50.4251,49.5532,20.2947,56.6242,36.6775,12.7022
ENSMUSG00000005069,1711.3,1744.27,1792.68,1547.73,1692.99,1634.05
ENSMUSG00000005078,487.442,462.496,427.542,481.861,479.309,507.179
ENSMUSG00000005087,53.5766,75.1556,39.2364,66.6167,52.5156,67.14
ENSMUSG00000005089,285.742,308.881,271.949,197.63,200.059,181.459
ENSMUSG00000005102,514.756,469.929,478.955,567.352,473.474,452.741
ENSMUSG00000005103,2896.31,2945.94,2779.03,3193.13,3140.96,3198.25
ENSMUSG00000005107,367.682,409.639,308.48,379.715,372.61,371.992
ENSMUSG00000005124,61.9808,75.9815,81.1789,77.7195,62.5185,70.7692
ENSMUSG00000005125,42841.9,55473.9,47103.8,51124.1,59623.9,64221.6
ENSMUSG00000005131,38.8693,48.7273,31.1186,41.0803,50.0148,60.7889
ENSMUSG00000005142,4411.15,3889.93,4190.17,3685.01,4320.45,3954.01
