gene_ID,9239-ZC-0007_S1_control,9239-ZC-0008_S1_control,9239-ZC-0009_S1_control,9239-ZC-0010_S1_KCTie2,9239-ZC-0011_S1_KCTie2,9239-ZC-0012_S1_KCTie2
ENSMUSG00000020380,447.523,462.495,506.015,515.169,489.31,453.648
ENSMUSG00000020381,109.932,117.682,105.067,112.695,105.226,129.411
ENSMUSG00000020385,1078.89,982.805,1012.03,967.052,876.093,968.086
ENSMUSG00000020386,1065.23,825.06,976.852,703.917,812.741,800.236
ENSMUSG00000020387,1438.16,1673.22,1407.1,1478.88,1106.99,1457.13
ENSMUSG00000020388,25.2125,30.5578,28.4126,25.5364,25.0074,23.5897
ENSMUSG00000020389,68.2839,92.4993,82.5318,86.6017,75.8558,64.4181
ENSMUSG00000020390,1017.96,1021.62,1108.09,872.68,1036.14,1141.38
ENSMUSG00000020392,211.155,189.128,217.83,254.254,245.906,252.229
ENSMUSG00000020393,940.217,1049.7,1089.15,1154.69,1025.3,912.741
ENSMUSG00000020397,421.259,365.041,346.363,315.319,393.45,430.059
ENSMUSG00000020400,543.121,502.964,539.84,578.456,596.843,606.076
ENSMUSG00000020402,11192.1,10361.8,11595.2,9396.57,9951.14,10655.1
ENSMUSG00000020407,98.7491,75.1556,69.002,107.697,105.031,116.134
ENSMUSG00000020409,815.204,865.531,868.611,860.469,858.588,845.601
ENSMUSG00000020412,1001.15,1015.01,1083.74,1044.77,1016.97,1013.45
ENSMUSG00000020413,1011.65,912.603,1204.16,841.591,1003.63,1047.93
ENSMUSG00000020415,454.876,480.665,470.837,416.355,452.634,492.662
ENSMUSG00000020420,150.739,172.646,191.22,164.294,173.707,159.941
ENSMUSG00000020422,5491.01,6554.95,5286.17,6612.74,5336.42,5898.41
ENSMUSG00000020423,439.118,593.812,361.246,646.182,460.136,496.291
ENSMUSG00000020424,192.246,119.753,158.299,93.2634,94.1946,125.207
ENSMUSG00000020427,3648.44,3908.1,3069.93,3185.4,2271.49,3849.69
ENSMUSG00000020429,307.803,232.9,304.421,199.85,152.545,283.077
ENSMUSG00000020430,742.083,763.122,708.743,801.016,757.456,711.972
ENSMUSG00000020431,919.204,900.213,1016.09,1213.53,1291.22,1066.07
ENSMUSG00000020432,24203.1,23236.3,25360.6,20613.9,23546.3,23270.4
ENSMUSG00000020434,44.1219,25.6025,39.2364,31.0878,40.0119,25.4043
ENSMUSG00000020435,537.868,621.065,680.549,408.584,423.46,443.667
ENSMUSG00000020437,35.7178,42.1202,37.8835,58.8448,43.3462,50.8086
ENSMUSG00000020439,2236.37,2686.02,2336.7,2977.23,2730.69,2340.4
ENSMUSG00000020440,835.164,882.046,884.85,907.931,864.427,800.243
ENSMUSG00000020441,183.851,172.197,201.594,217.615,237.689,171.479
ENSMUSG00000020444,616.657,583.076,599.371,603.992,573.504,600.631
ENSMUSG00000020448,793.151,833.327,794.204,811.618,915.28,885.515
ENSMUSG00000020451,621.908,646.669,585.841,641.74,571.835,605.168
ENSMUSG00000020453,1005.62,965.115,969.338,1012.61,1012.51,861.673
ENSMUSG00000020454,731.163,767.249,768.494,850.473,858.588,803.868
ENSMUSG00000020455,728.014,691.267,775.256,640.63,627.687,661.417
ENSMUSG00000020456,16481.7,15699.5,16662.9,16450,17673.4,16865.7
ENSMUSG00000020457,723.807,619.414,699.492,576.235,646.025,622.404
ENSMUSG00000020458,1772.1,1557.33,1558.6,1787.44,1815.29,1638.55
ENSMUSG00000020459,609.303,570.686,598.017,547.368,523.488,568.876
ENSMUSG00000020460,328.46,310.02,334.769,251.947,252.558,326.024
ENSMUSG00000020462,585.141,577.295,610.194,505.176,567.667,582.485
ENSMUSG00000020463,1274.28,1266.09,1481.51,1176.89,1284.55,1382.72
ENSMUSG00000020464,373.985,346.872,399.129,325.311,339.268,426.429
ENSMUSG00000020467,397.097,538.478,377.481,450.773,455.136,415.543
ENSMUSG00000020471,150.225,136.271,135.298,207.622,180.053,145.167
ENSMUSG00000020472,727.309,694.041,751.083,694.525,726.27,617.535
ENSMUSG00000020473,1699.75,1797.11,1581.62,1984.05,1909.73,1685.74
ENSMUSG00000020474,183.841,213.905,142.063,198.74,175.886,195.069
ENSMUSG00000020475,664.98,773.855,602.077,876.01,876.926,765.759
ENSMUSG00000020476,696.495,759.814,688.666,851.584,848.578,760.317
ENSMUSG00000020477,764.78,599.595,719.785,739.446,743.554,736.725
ENSMUSG00000020482,900.297,751.556,698.138,821.606,766.06,863.747
ENSMUSG00000020483,4011.98,3716.56,3995.43,3606.26,3183.48,3371.58
ENSMUSG00000020484,2028.55,2440.49,2212.13,2417.08,1973.08,2442.45
ENSMUSG00000020485,275.859,228.77,207.006,183.829,220.066,292.055
ENSMUSG00000020486,284.692,409.639,345.01,395.259,460.136,324.812
ENSMUSG00000020491,230.064,223.815,186.711,202.071,205.061,215.029
ENSMUSG00000020492,146.719,108.948,143.416,175.683,164.017,146.91
ENSMUSG00000020495,331.965,309.707,336.892,329.753,342.602,320.276
ENSMUSG00000020496,3274.48,3202.79,3402.75,2993.31,2952.54,3314.36
ENSMUSG00000020513,69.3345,75.9815,56.8252,68.8373,69.1872,68.0473
ENSMUSG00000020514,155.147,134.654,179.774,169.873,175.885,162.031
ENSMUSG00000020515,454.724,515.925,515.484,500.736,450.823,524.417
ENSMUSG00000020516,811.004,776.334,684.609,669.497,690.203,751.241
ENSMUSG00000020519,471.684,523.612,497.897,492.964,508.484,482.682
ENSMUSG00000020520,375.036,359.26,474.896,434.119,425.959,346.587
ENSMUSG00000020521,670.232,659.056,807.728,545.147,568.502,610.612
ENSMUSG00000020522,740.619,843.228,771.2,852.691,903.598,892.785
ENSMUSG00000020523,829.91,844.059,767.138,707.246,736.888,777.556
ENSMUSG00000020525,408.653,344.395,332.833,459.656,341.768,295.779
ENSMUSG00000020526,77.4062,87.9874,92.8186,63.2859,101.324,97.7299
ENSMUSG00000020527,1108.63,1054.22,1165.45,1283.48,1366.6,1112.61
ENSMUSG00000020528,317.147,291.035,327.214,259.237,258.529,311.374
ENSMUSG00000020530,1428.71,1244.61,1304.27,1221.31,1197.86,1194.91
ENSMUSG00000020532,1149.49,938.297,895.33,1531.32,875.954,893.51
ENSMUSG00000020534,1070.01,1020.42,1153.5,1075.86,1281.38,1198.32
ENSMUSG00000020536,463.281,585.551,391.012,554.03,551.831,478.147
ENSMUSG00000020537,737.466,725.953,707.61,716.082,761.059,648.717
ENSMUSG00000020538,1258.53,1839.25,1082.38,1378.97,1431.26,1341.88
ENSMUSG00000020541,625.879,591.048,701.937,560.715,569.209,613.748
ENSMUSG00000020544,197.73,187.763,186.971,183.17,176.011,159.269
ENSMUSG00000020546,1137.71,997.671,1128.38,1064.76,1033.64,1181.3
ENSMUSG00000020547,316.207,339.439,312.539,380.826,429.294,375.622
ENSMUSG00000020549,451.724,538.477,483.014,458.545,457.636,388.323
ENSMUSG00000020553,861.428,883.698,999.853,701.696,904.435,895.502
ENSMUSG00000020561,330.782,333.439,375.102,288.229,296.932,291.795
ENSMUSG00000020564,696.232,939.285,790.967,707.066,656.56,784.418
ENSMUSG00000020566,355.077,353.479,369.364,425.238,455.136,400.118
ENSMUSG00000020570,3369.02,2945.14,3389.2,2530.33,2800,3063.94
ENSMUSG00000020571,2590.6,2115.91,2363.65,1941.9,2092.29,2346.3
ENSMUSG00000020572,2704.04,2161.36,2730.32,2226.12,2302.34,2641.15
ENSMUSG00000020573,54.6272,59.4638,63.5901,88.8223,100.03,76.2129
ENSMUSG00000020576,1279.53,1361.06,1541.04,1384.52,1277.04,1349.15
ENSMUSG00000020577,340.369,318.792,381.541,297.555,225.9,342.958
ENSMUSG00000020580,1770.12,1921.86,1623.58,1785.33,1630.5,1790.1
ENSMUSG00000020585,2616.85,2523.91,2666.73,2593.61,2624.94,2610.29
ENSMUSG00000020589,213.256,257.677,202.947,225.387,143.376,267.652
ENSMUSG00000020590,2118.92,1913.58,2152.59,1866.37,1953.07,2107.64
ENSMUSG00000020592,253.176,336.136,243.537,284.231,281.75,274.911
ENSMUSG00000020593,3536.09,2349.65,2875.08,2234.99,2300.69,3320.72
ENSMUSG00000020594,3911.07,3787.49,4113.07,3531.8,3566.11,3863.27
ENSMUSG00000020598,47.2735,47.9014,33.8245,44.4112,30.8425,58.067
ENSMUSG00000020599,27.3136,56.1603,40.5894,57.7345,59.1842,51.7159
ENSMUSG00000020601,1198.65,1997.81,1440.93,1440.03,1300.38,1708.44
ENSMUSG00000020604,619.81,635.108,767.14,552.918,664.367,664.142
ENSMUSG00000020605,427.471,493.648,434.307,536.195,495.954,520.699
ENSMUSG00000020607,306.752,404.684,286.832,336.414,400.952,349.309
ENSMUSG00000020608,954.923,777.985,844.261,796.07,922.775,877.357
ENSMUSG00000020609,17300.7,17739.8,17328.5,12564.6,12573.7,14998.8
ENSMUSG00000020610,719.853,720.902,760.69,713.811,690.096,699.348
ENSMUSG00000020611,2447.22,2271.39,2402.49,2418.95,2482.83,2408.48
ENSMUSG00000020612,3797.54,3530.66,3405.42,3718.39,3904.51,3638.36
ENSMUSG00000020614,64.0818,118.928,115.003,119.91,90.8603,95.2662
ENSMUSG00000020620,111.355,95.8029,101.474,108.807,99.1961,94.3589
ENSMUSG00000020621,455.927,436.068,430.248,331.973,429.294,363.826
ENSMUSG00000020623,427.563,307.229,472.191,305.327,286.752,329.348
ENSMUSG00000020627,61.9808,61.1156,78.4729,92.1531,64.1857,53.5305
ENSMUSG00000020628,1170.28,1177.71,1158.15,1184.66,1228.7,1200.35
ENSMUSG00000020629,846.722,841.58,901.084,820.493,834.415,823.824
ENSMUSG00000020630,105.052,100.758,127.18,128.792,128.371,95.2662
ENSMUSG00000020634,1765.95,1526.25,1700.69,1394.5,1492.11,1679.39
ENSMUSG00000020638,293.096,383.212,311.186,286.452,315.927,364.732
ENSMUSG00000020639,31.5157,24.4322,29.7656,17.7645,30.0431,19.0532
ENSMUSG00000020640,2468.54,2574.85,2710.48,2492.86,2505.13,2584.36
ENSMUSG00000020641,543.117,663.188,679.194,536.267,691.042,606.077
ENSMUSG00000020642,312.005,377.43,347.716,339.745,322.596,352.031
ENSMUSG00000020644,2866.93,2134.07,2900.73,2092.85,2127.31,2166.58
ENSMUSG00000020646,377.138,420.376,362.598,508.507,426.793,471.795
ENSMUSG00000020647,1907.74,1889.61,1879.29,1871.93,1910.56,1847.25
ENSMUSG00000020648,49.3745,64.4191,56.8252,51.0728,82.5244,63.5108
ENSMUSG00000020649,68.2839,57.812,75.7669,125.462,134.206,78.9348
ENSMUSG00000020650,244.771,256.851,243.537,266.467,275.915,232.268
ENSMUSG00000020651,1509.6,1365.19,1340.8,1672.08,1771.36,1524.26
ENSMUSG00000020652,159.488,163.511,131.603,181.503,163.565,117.61
ENSMUSG00000020653,618.757,415.421,569.605,421.906,309.258,371.992
ENSMUSG00000020654,115.167,122.062,79.6354,98.0568,67.9977,106.982
ENSMUSG00000020656,45.1724,68.5486,21.6477,53.2934,20.8395,53.5305
ENSMUSG00000020657,159.679,159.396,116.356,176.534,189.223,152.426
ENSMUSG00000020658,72.486,77.6332,77.1199,76.6092,62.5185,71.6765
ENSMUSG00000020659,313.056,270.065,242.184,262.026,261.744,336.607
ENSMUSG00000020661,2390.99,2099.4,2094.42,2239.43,2168.15,2006.04
ENSMUSG00000020664,4027.71,3362.16,3862.74,2901.15,3321.84,3627.36
ENSMUSG00000020668,436.82,415.251,376.155,476.467,398.202,400.02
ENSMUSG00000020669,506.351,370.822,455.954,482.971,501.815,440.946
ENSMUSG00000020671,2721.84,2474.33,2593.62,2236.08,2273.15,2626.62
ENSMUSG00000020672,11.5557,19.8213,31.1186,18.8747,21.6731,32.6627
ENSMUSG00000020674,919.21,999.329,921.382,806.064,811.073,788.442
ENSMUSG00000020677,654.475,630.977,592.606,565.132,580.172,655.068
ENSMUSG00000020679,3114.85,4543.23,3452.76,2870.11,3625.24,3549.39
ENSMUSG00000020680,637.666,632.626,660.253,732.785,647.695,626.942
ENSMUSG00000020681,5724.04,5202.32,7545.32,3265.33,3660.24,4238.76
ENSMUSG00000020682,125.49,85.6192,93.0556,92.4444,89.4631,88.6684
ENSMUSG00000020687,1013.75,898.56,1047.21,866.014,949.453,987.138
ENSMUSG00000020689,42.0209,47.9014,69.002,127.682,112.533,89.8224
ENSMUSG00000020691,138.669,161.874,169.123,158.77,172.551,145.168
ENSMUSG00000020692,53.5766,69.3744,50.0603,68.8373,55.8499,55.3451
ENSMUSG00000020694,693.668,660.776,744.073,700.325,819.428,691.638
ENSMUSG00000020695,616.655,872.139,644.019,971.498,801.906,690.45
ENSMUSG00000020696,1119.31,928.297,1073.62,910.963,790.863,880.827
ENSMUSG00000020697,956.529,1214.05,1068.15,909.892,1053.85,1169.66
ENSMUSG00000020700,982.238,969.59,909.203,1020.35,1064.48,1068.8
ENSMUSG00000020705,1072.58,1086.87,1081.03,1116.94,1070.32,1083.31
ENSMUSG00000020706,618.757,677.226,610.194,651.733,594.343,545.285
ENSMUSG00000020707,184.892,158.57,196.182,168.762,155.046,168.757
ENSMUSG00000020708,915.005,852.317,863.201,843.812,878.596,840.157
ENSMUSG00000020709,912.737,829.188,899.732,1205.36,1093.54,921.814
ENSMUSG00000020715,1091.5,1057.14,1051.27,1005.92,1022.81,992.578
ENSMUSG00000020716,3115.82,2919.52,3064.5,3079.91,3130.1,3014.96
ENSMUSG00000020717,1582.08,1674.89,1427.39,1697.61,1404.58,1546.03
ENSMUSG00000020718,203.801,145.356,170.476,185.417,128.371,146.982
ENSMUSG00000020719,14097.6,12895.5,13782.6,12029.9,12361.5,13282.8
ENSMUSG00000020720,924.464,981.146,987.677,826.048,787.733,843.787
ENSMUSG00000020721,1585.24,1598.92,1687.16,1717.59,1693.84,1677.59
ENSMUSG00000020728,79.8397,113.972,117.709,114.359,124.203,67.14
ENSMUSG00000020733,4931.15,4517.6,5241.45,5188.33,5254.89,5049.11
ENSMUSG00000020736,325.662,294.015,322.009,413.024,380.113,321.183
ENSMUSG00000020737,189.094,238.681,175.888,283.121,232.569,242.248
ENSMUSG00000020738,917.969,942.091,830.996,841.11,893.5,899.101
ENSMUSG00000020739,216.408,275.02,267.89,260.915,290.086,264.023
ENSMUSG00000020740,563.705,581.377,496.799,660.131,649.23,628.472
ENSMUSG00000020741,6854.74,7996.58,7925.81,7182.57,7894.35,7910.07
ENSMUSG00000020743,614.555,727.606,667.02,680.6,735.216,753.963
ENSMUSG00000020744,1045.27,1017.49,1010.67,1134.7,1304.56,1226.67
ENSMUSG00000020745,3941.6,3606.63,4113.07,3759.37,3713.56,3943.1
ENSMUSG00000020747,2463.68,2692.66,2700.94,2973.18,3045.84,2626.16
ENSMUSG00000020752,581.163,604.906,568.472,623.156,529.542,605.683
ENSMUSG00000020755,506.128,487.739,493.617,538.196,468.251,493.96
ENSMUSG00000020758,294.146,303.1,244.89,367.503,254.242,275.818
ENSMUSG00000020766,625.061,526.915,677.843,615.094,593.509,616.055
ENSMUSG00000020770,355.076,413.768,485.721,482.971,483.477,460.001
ENSMUSG00000020773,639.767,669.795,529.016,640.632,605.179,630.572
ENSMUSG00000020774,2562.22,1941.66,2977.91,1647.65,1904.73,2214.71
ENSMUSG00000020775,1022.16,916.725,1012.03,868.237,813.572,990.776
ENSMUSG00000020776,804.7,857.269,848.321,952.617,983.624,941.777
ENSMUSG00000020777,30904.1,26772.9,29469.5,16730.9,16190.6,21264.1
ENSMUSG00000020778,79.8397,102.41,86.5908,124.351,125.871,107.061
ENSMUSG00000020780,1242.77,1186.79,1104.03,1163.58,1083.66,1125.04
ENSMUSG00000020781,294.146,270.065,253.007,334.194,296.755,295.778
ENSMUSG00000020782,2207.12,2422.3,1938.84,2421.51,2420.74,2284.61
ENSMUSG00000020783,747.972,656.58,726.551,763.872,735.218,704.97
ENSMUSG00000020785,36.7683,36.339,21.6477,32.1981,27.5082,20.8678
ENSMUSG00000020787,63.0313,56.1603,55.4722,78.8298,50.8484,41.7357
ENSMUSG00000020788,486.392,618.587,518.193,721.684,631.851,548.008
ENSMUSG00000020790,2197.69,2197.67,2220.25,2229.43,2321.51,2210.17
ENSMUSG00000020792,741.67,728.429,817.2,752.766,755.22,724.024
ENSMUSG00000020793,34.6672,38.8167,32.4715,47.742,30.8425,37.1992
ENSMUSG00000020794,904.505,787.895,786.085,767.203,791.069,859.212
ENSMUSG00000020798,143.922,204.82,139.357,63.2859,80.0237,45.3649
ENSMUSG00000020801,88.0447,103.052,89.5033,109.646,91.6233,93.8753
ENSMUSG00000020802,556.777,617.765,508.721,626.195,619.349,609.706
ENSMUSG00000020803,1647.22,1299.12,1518.05,1299.03,1413.75,1541.5
ENSMUSG00000020805,73.9013,49.3328,50.5846,23.3159,25.227,51.0941
ENSMUSG00000020806,299.399,301.448,273.302,355.289,350.103,302.13
ENSMUSG00000020807,189.219,145.39,185.329,223.178,232.631,172.981
ENSMUSG00000020810,131.25,142.878,127.18,208.732,110.033,127.022
ENSMUSG00000020811,141.821,172.61,151.534,158.77,222.565,146.982
ENSMUSG00000020812,248.188,231.299,226.568,228.88,268.375,268.935
ENSMUSG00000020814,141.82,168.481,113.65,165.431,170.05,163.313
ENSMUSG00000020817,1059.98,1015.84,1079.68,1151.36,1188.68,1094.2
ENSMUSG00000020818,711.03,654.99,714.76,753.555,690.181,718.685
ENSMUSG00000020821,5742.04,6081.2,6337.57,7091.16,7035.08,6468.32
ENSMUSG00000020823,1637.78,1713.71,1550.51,2128.41,1814.68,1864.51
ENSMUSG00000020826,24.162,25.6025,28.4126,42.1906,19.1724,13.6095
ENSMUSG00000020827,3223.01,3642.98,3512.33,3601.74,3791.09,3425.03
ENSMUSG00000020828,218.509,218.034,179.947,282.559,233.402,223.195
ENSMUSG00000020829,747.974,648.319,764.435,565.133,574.336,619.683
ENSMUSG00000020831,206.974,225.778,186.106,150.535,177.276,210.528
ENSMUSG00000020832,396.046,377.431,365.304,321.981,371.777,322.997
ENSMUSG00000020834,94.547,145.125,114.749,100.861,114.239,136.954
ENSMUSG00000020836,54.6271,77.6333,74.414,67.727,34.1768,24.497
ENSMUSG00000020838,147.073,127.186,125.827,122.131,88.3595,117.949
ENSMUSG00000020839,3327.98,2639.53,3762.72,1778.65,1866.38,2556.75
ENSMUSG00000020840,1246.97,1268.56,1593.81,1010.35,1039.48,1158.62
ENSMUSG00000020841,5561.46,5533.44,5635.17,5243.85,5450.78,5549.94
ENSMUSG00000020843,403.401,346.046,411.306,395.259,436.796,369.269
ENSMUSG00000020844,185.942,191.606,158.299,160.99,180.887,200.513
ENSMUSG00000020846,636.616,826.712,646.725,619.536,536.826,571.597
ENSMUSG00000020847,186.993,178.391,197.535,186.527,221.732,215.937
ENSMUSG00000020849,4988.99,4685.25,4941.1,4627.59,4821.39,5109.02
ENSMUSG00000020850,7870.59,8148.03,7781.13,7680.81,7659.16,7515.25
ENSMUSG00000020857,3474.42,3169.59,3640.72,3433.97,3738.62,3616.87
ENSMUSG00000020859,6256.85,5584.65,5863.75,5677.99,5910.84,5762.23
ENSMUSG00000020863,1259.58,1273.51,1301.57,1139.14,1114.5,1189.47
ENSMUSG00000020864,1649.32,1695.55,1631.69,1778.67,1706.33,1802.79
ENSMUSG00000020865,108.204,188.302,92.0027,122.131,136.707,112.505
ENSMUSG00000020866,89.2944,101.584,40.5894,104.366,56.6835,97.0808
ENSMUSG00000020868,443.319,511.225,541.193,537.376,528.49,468.164
ENSMUSG00000020869,1246.92,1243.73,1444.89,1280.14,1313.7,1311.87
ENSMUSG00000020873,599.848,583.073,648.079,576.235,590.173,664.139
ENSMUSG00000020875,666.031,722.645,641.311,782.748,834.419,725.837
ENSMUSG00000020876,303.6,352.654,338.245,415.244,333.433,347.495
ENSMUSG00000020877,958.075,1100.08,1227.16,965.944,1147.01,1118.7
ENSMUSG00000020882,104.002,121.405,81.1789,156.549,107.532,107.061
ENSMUSG00000020883,1827.91,1564.23,1821.11,1614.35,1672.16,1676.68
ENSMUSG00000020886,219.559,242.81,189.417,217.615,240.071,187.811
ENSMUSG00000020888,395.21,359.001,327.868,411.363,324.25,299.626
ENSMUSG00000020889,1976.05,1860.95,2895.02,2291.85,2052.1,1753.87
ENSMUSG00000020893,1448.67,1465.96,1186.57,1441.14,1202.02,2134.89
ENSMUSG00000020894,1334.16,1389.14,1296.16,1370.08,1437.09,1391.79
ENSMUSG00000020895,95.5975,103.236,71.708,113.248,112.533,126.114
ENSMUSG00000020897,2.10104,9.08475,10.8238,16.6542,39.1783,9.98027
ENSMUSG00000020898,435.965,517.833,506.014,512.948,438.463,443.668
ENSMUSG00000020899,1406.65,1376.75,1324.57,1293.47,1407.93,1350.97
ENSMUSG00000020900,2626.3,2990.69,2228.99,3569.25,2593.29,2860.14
ENSMUSG00000020901,16.8084,26.4284,13.5298,33.3084,33.3432,26.3116
ENSMUSG00000020902,3090.67,3143.4,3554.28,2865.58,2873.39,3082.06
ENSMUSG00000020903,359.278,388.992,388.306,377.495,405.12,407.376
ENSMUSG00000020905,156.085,153.523,131.211,252.185,163.456,143.649
ENSMUSG00000020910,236.367,198.213,246.242,228.717,237.57,243.156
ENSMUSG00000020911,123.962,275.846,29.7656,266.467,48.3477,140.631
ENSMUSG00000020914,59.8798,41.2943,55.4722,199.85,157.547,53.5305
ENSMUSG00000020917,3678.9,3808.2,3485.26,4393.4,4220.42,3871.42
ENSMUSG00000020918,578.838,583.075,565.547,609.541,614.349,561.616
ENSMUSG00000020919,1103.67,1121.96,1165.52,1048.86,1129.7,1067.72
ENSMUSG00000020921,101.901,100.758,113.65,96.5943,93.361,117.041
ENSMUSG00000020922,918.924,943.406,957.402,863.606,923.025,965.704
ENSMUSG00000020923,2185.08,2000.3,2166.12,2206.12,1978.91,1814.59
ENSMUSG00000020925,261.58,246.94,253.008,229.828,265.912,290.334
ENSMUSG00000020926,260.529,243.636,338.245,236.49,195.058,267.653
ENSMUSG00000020929,910.799,962.986,949.791,987.036,968.624,911.835
ENSMUSG00000020930,22.061,14.866,12.1768,14.4336,26.6746,29.0335
ENSMUSG00000020935,304.651,324.574,319.303,338.634,307.591,264.023
ENSMUSG00000020936,1683.99,1555.97,1852.23,1574.37,1535.45,1657.63
ENSMUSG00000020937,252.125,296.493,213.771,311.988,229.234,273.097
ENSMUSG00000020941,426.512,418.724,385.6,516.28,385.948,352.031
ENSMUSG00000020946,1682.93,1735.18,1628.99,1586.59,1699.68,1664.88
ENSMUSG00000020948,435.966,374.126,372.07,348.628,345.936,354.753
ENSMUSG00000020949,763.308,669.916,711.973,650.323,703.448,689.993
ENSMUSG00000020952,698.597,678.053,768.493,640.632,630.186,707.693
ENSMUSG00000020953,47.2735,56.1602,51.4133,48.8523,47.5141,58.9743
ENSMUSG00000020954,1374.08,1375.92,1431.45,1390.07,1453.78,1428.08
ENSMUSG00000020955,233.216,182.521,212.418,206.512,223.4,210.493
ENSMUSG00000020956,239.519,239.507,322.01,240.93,215.064,294.871
ENSMUSG00000020961,1605.2,1660.04,1687.17,1911.9,2075.61,1802.8
ENSMUSG00000020962,1561.06,1510.53,1580.29,1466.65,1497.1,1570.54
ENSMUSG00000020963,77.7386,56.9861,58.1782,67.727,62.5185,43.5503
ENSMUSG00000020964,3331.16,3168.91,3325.63,2973.33,3129.3,3610.19
ENSMUSG00000020973,113.839,159.875,160.073,135.565,122.316,146.874
ENSMUSG00000020974,25.4317,39.6425,32.4715,41.0803,19.4866,29.9408
ENSMUSG00000020978,927.926,857.219,1019.74,930.498,921.351,922.721
ENSMUSG00000020982,1305.48,1266.96,1220.8,1122.41,1275.13,1132.31
ENSMUSG00000020986,816.062,773.028,853.732,722.793,705.371,781.516
ENSMUSG00000020988,1437.11,1445.79,1543.46,1120.47,1243.52,1398.81
ENSMUSG00000020990,1692.13,1794.21,1698.62,2027.8,2281.1,1988.69
ENSMUSG00000020992,100.084,97.0733,92.7305,98.3819,94.6189,85.3936
ENSMUSG00000020993,482.026,506.268,541.193,478.209,498.481,570.69
ENSMUSG00000020994,1019.01,1039.79,1139.21,1053.65,1074.48,992.584
ENSMUSG00000021000,5262.05,4828.93,5457.92,3959.22,4157.9,4484.76
ENSMUSG00000021003,2697.54,2392.6,2871.05,2211.07,2579.36,2531.53
ENSMUSG00000021007,217.458,213.079,200.241,179.865,220.899,221.38
ENSMUSG00000021009,982.239,1054.66,890.263,1135.82,998.626,996.214
ENSMUSG00000021012,1812.61,1897.39,1829.26,1867.98,1975,1885.44
ENSMUSG00000021013,392.895,331.18,424.836,316.429,361.774,320.276
ENSMUSG00000021018,132.846,124.709,102.411,109.918,97.5289,96.1735
ENSMUSG00000021022,320.725,277.491,339.788,315.033,310.029,300.813
ENSMUSG00000021023,486.967,430.676,414.012,368.079,394.665,437.719
ENSMUSG00000021024,973.833,933.25,1064.79,881.56,881.929,928.166
ENSMUSG00000021025,483.239,668.139,458.66,675.051,435.129,581.577
ENSMUSG00000021027,2749.72,2623.6,2823.11,2615.83,2640.64,2859.68
ENSMUSG00000021028,135.517,143.704,131.239,117.69,135.04,150.611
ENSMUSG00000021033,4975.12,4391.68,5012.69,3390.23,3432.36,3918.89
ENSMUSG00000021036,2325.86,2178.69,2477.31,3085.45,3239.3,2797.2
ENSMUSG00000021037,1126.17,1084.38,996.472,850.535,868.47,1109.69
ENSMUSG00000021038,844.621,939.855,898.378,823.826,937.778,874.633
ENSMUSG00000021039,811.225,748.623,782.976,765.022,743.496,745.565
ENSMUSG00000021040,538.698,494.334,620.064,486.263,572.659,618.106
ENSMUSG00000021044,365.591,439.866,382.323,477.42,487.281,454.12
ENSMUSG00000021047,28.3641,27.9143,36.5305,42.1906,39.1783,30.8481
ENSMUSG00000021048,4631.71,4336.6,4552.74,4189.11,4586.37,4377.71
ENSMUSG00000021051,1923.51,1715.36,1902.28,1904.12,1947.26,1958.84
ENSMUSG00000021054,2966.69,2624.67,2934.62,2190.59,2488.26,2805.35
ENSMUSG00000021057,175.437,118.928,228.654,144.336,141.709,139.724
ENSMUSG00000021061,354.026,432.765,315.244,500.736,422.625,452.741
ENSMUSG00000021062,125.012,164.351,106.885,288.672,131.706,154.241
ENSMUSG00000021065,1989.68,1755.83,1844.11,1440.04,1466.27,1564.19
ENSMUSG00000021066,94.7051,104.994,103.39,117.774,103.593,105.635
ENSMUSG00000021067,976.444,1024.22,898.226,993.074,915.186,945.524
ENSMUSG00000021068,517.907,545.086,473.543,621.756,535.158,478.147
ENSMUSG00000021069,573.586,602.899,569.607,706.138,730.991,675.939
ENSMUSG00000021072,884.54,669.794,811.789,636.19,770.228,869.191
ENSMUSG00000021076,817.306,790.374,882.142,786.078,756.058,798.421
ENSMUSG00000021079,471.684,435.242,478.955,389.708,402.619,432.78
ENSMUSG00000021081,2658.83,2871.61,2760.07,2970,3486.89,3526.71
ENSMUSG00000021087,80.8902,135.445,63.5901,187.637,56.6835,118.856
ENSMUSG00000021091,14.7073,15.6918,4.05894,38.8598,10.003,11.7949
ENSMUSG00000021094,183.841,133.794,159.652,215.394,149.211,164.221
ENSMUSG00000021096,2281.74,2210.06,2251.37,2006.27,2147.3,2320.86
ENSMUSG00000021097,8182.63,8131.14,8014.97,7789.78,8255.96,7761.13
ENSMUSG00000021101,56.7282,62.7673,71.708,57.7345,42.5126,72.5838
ENSMUSG00000021102,765.828,779.636,883.496,742.776,828.578,859.211
ENSMUSG00000021103,188.043,191.606,209.712,216.504,181.721,216.844
ENSMUSG00000021108,393.946,437.72,374.776,509.618,430.126,445.483
ENSMUSG00000021109,2233.01,2199.4,1976.44,2540.01,2182.83,2359.77
ENSMUSG00000021111,2956.17,2914.56,3255.27,2873.41,3025.08,3240.88
ENSMUSG00000021112,2207.16,1901.21,2155.31,2060.68,2070.65,2045.04
ENSMUSG00000021113,304.651,381.559,330.115,359.73,336.766,388.81
